"","QBModel.Properties.Player_Name","QBP","QBModel.Properties.Position","QBModel.Properties.Salary","QBModel.Properties.Salary.QBP","QBModel.ActualPoints","QBModel.Properties.Salary.QBModel.ActualPoints","c.QBModel.Properties.OwnRank.","naQB","QBModel.Properties.ProjPlusMinus","QBModel.Properties.OppPlusMinus","QBModel.TeamName"
"1","Aaron Rodgers",29.6138258179179,"QB",8100,273.520890201869,0,Inf,20,72.78,5.65,-0.9,"GB"
"2","Matt Ryan",28.8144031796426,"QB",7700,267.227467874124,0,Inf,8,71.29,3.89,4.1,"ATL"
"3","Ben Roethlisberger",17.4148975624305,"QB",5800,333.048183557075,0,Inf,40,67.55,4.03,-3.6,"PIT"
"4","Tom Brady",16.7659633048656,"QB",7100,423.477009396742,0,Inf,40,59.14,2.99,-2.6,"NE"
