"","WRModel.Properties.Player_Name","WRP","WRModel.Properties.Position","WRModel.Properties.Salary","WRModel.Properties.Salary.WRP","WRModel.ActualPoints","WRModel.Properties.Salary.WRModel.ActualPoints","c.WRModel.Properties.OwnRank.","naWR","WRModel.Properties.ProjPlusMinus","WRModel.Properties.OppPlusMinus","WRModel.TeamName"
"17","Michael Thomas",NA,"WR",4200,NA,20.1,208.955223880597,50,81.6,6.57,-2.6,"NO"
"18","Sterling Shepard",11.4496076288199,"WR",5500,480.365806261857,18.3,300.546448087432,70,71.4,1.49,4.7,"NYG"
"19","Jamison Crowder",12.8578138087545,"WR",3800,295.540132756683,17.8,213.483146067416,90,66.75,2.59,-0.2,"WAS"
"20","Steve Smith",7.89466421929524,"WR",4100,519.338110667107,16.7,245.508982035928,80,78.8,3.1,1.5,"BAL"
"21","A.J. Green",13.7496254657522,"WR",8100,589.106955689491,15.7,515.923566878981,80,61.1,0.23,-0.4,"CIN"
"22","Brandon Coleman",NA,"WR",3000,NA,14.8,202.702702702703,50,38.6,-0.88,-2.6,"NO"
"23","Cole Beasley",17.2372426623907,"WR",3200,185.644540874392,14.3,223.776223776224,70,77.85,4.56,-1.3,"DAL"
"24","DeVante Parker",14.1196394181072,"WR",4900,347.034357953657,14.1,347.517730496454,60,85.2,3.76,3.6,"MIA"
"25","Brian Quick",7.02192448159419,"WR",3000,427.233304468536,13.3,225.563909774436,90,41.55,-0.68,0.7,"LA"
"26","John Brown",8.08189449475458,"WR",4800,593.920151162003,13,369.230769230769,90,51.55,-0.91,1.4,"ARI"
"27","Larry Fitzgerald",13.9132915610218,"WR",6900,495.928657121685,13,530.769230769231,60,78,2.18,1.4,"ARI"
"28","Dez Bryant",18.0431523091935,"WR",8400,465.550578748923,13,646.153846153846,80,51.95,-1.16,-1.3,"DAL"
"29","Tyrell Williams",12.484089878274,"WR",4300,344.438404555487,12.9,333.333333333333,60,80.05,4.34,-1.8,"SD"
"30","Kenny Stills",9.50902813105407,"WR",3600,378.587585438234,12.6,285.714285714286,80,70.25,1.95,3.6,"MIA"
"31","Anquan Boldin",9.26404757046296,"WR",4200,453.365547624245,12.2,344.262295081967,80,48.15,-0.53,0.1,"DET"
"32","Kevin White",14.8471541606665,"WR",4000,269.411899190548,12.2,327.868852459016,90,76.25,3.33,0.7,"CHI"
"33","Alshon Jeffery",14.3487216238601,"WR",8000,557.540957983115,12,666.666666666667,80,61.7,0.36,0.7,"CHI"
"34","Terrance Williams",6.70650704711484,"WR",3300,492.059424796947,11.8,279.661016949153,90,33.65,-1.87,-1.3,"DAL"
"35","Travis Benjamin",18.0657324350567,"WR",5200,287.83776238761,11.2,464.285714285714,20,82.9,4.58,-1.8,"SD"
"36","Robert Woods",10.031436348055,"WR",3200,318.997189332757,11.1,288.288288288288,90,78.65,4.56,-0.2,"BUF"
"37","Pierre Garcon",9.218213323795,"WR",3900,423.075477102805,10.9,357.798165137615,90,53.6,0.36,-0.2,"WAS"
"38","Seth Roberts",11.0540443638674,"WR",3500,316.62619443075,10.7,327.102803738318,90,45.05,-0.63,-0.4,"OAK"
"39","Justin Hardy",NA,"WR",3000,NA,10.6,283.018867924528,50,38.95,-2.48,2.2,"ATL"
"40","Michael Floyd",11.7471374509805,"WR",5800,493.737306148221,10.5,552.380952380952,80,61.2,0.2,1.4,"ARI"
"41","Davante Adams",10.8772971064357,"WR",4100,376.931875619559,10.3,398.058252427184,90,66.25,1.3,2.2,"GB"
"42","Amari Cooper",20.575145410523,"WR",7700,374.237938365281,10.2,754.901960784314,40,63.85,0.64,-0.4,"OAK"
"43","Victor Cruz",4.52546819191245,"WR",4700,1038.56657492355,10,470,80,58.25,0.12,4.7,"NYG"
"44","Jordan Matthews",13.0940942294632,"WR",7100,542.229181765332,9.9,717.171717171717,80,72.95,1.72,1.4,"PHI"
"45","Philly Brown",4.34423846268897,"WR",3000,690.569826165362,9.7,309.278350515464,90,32.35,-2.28,-1.6,"CAR"
"46","Ted Ginn",6.42490171492441,"WR",3700,575.884295849268,9.7,381.443298969072,90,40.3,-1.48,-1.6,"CAR"
"47","DeAndre Hopkins",16.9650112127861,"WR",8600,506.925689121762,9.6,895.833333333333,50,69.9,1.08,2.8,"HOU"
"48","Marqise Lee",11.813738561883,"WR",3000,253.941627731587,9.4,319.148936170213,90,38.3,-0.58,-2.5,"JAX"
"49","Julian Edelman",9.81295251293731,"WR",6400,652.199222564493,9.2,695.652173913043,50,51.15,0.02,-2.6,"NE"
"50","Stefon Diggs",12.6281596386929,"WR",5100,403.859322808487,8,637.5,60,79.95,5.21,-1.2,"MIN"
"51","Allen Hurns",14.5606530085501,"WR",5200,357.126840186805,8,650,80,61.1,1.58,-2.5,"JAX"
"52","Sammie Coates",7.90996872059786,"WR",3800,480.406450926241,8,475,90,35.25,-2.21,-1.4,"PIT"
"53","Jaron Brown",4.55098821024782,"WR",3300,725.117237739515,7.9,417.721518987342,90,35,-3.07,1.4,"ARI"
"54","Tajae Sharpe",13.7193387070289,"WR",4700,342.582109849948,7.8,602.564102564103,70,83.65,4.02,2.5,"TEN"
"55","Quincy Enunwa",9.05121015644435,"WR",4800,530.315827059044,7.7,623.376623376623,90,50.1,0.39,-1.6,"NYJ"
"56","Jeremy Maclin",15.8219390178487,"WR",6000,379.220270867648,7.5,800,70,78.75,2.64,1.5,"KC"
"57","Chris Conley",7.99215825107461,"WR",3100,387.880207399945,7.4,418.918918918919,90,51.45,0.09,1.5,"KC"
"58","Tommylee Lewis",NA,"WR",3000,NA,7.4,405.405405405405,50,25.55,-3.28,-2.6,"NO"
"59","Golden Tate",14.4477201611324,"WR",5900,408.368928398289,7.2,819.444444444444,80,58.25,0.57,0.1,"DET"
"60","Ricardo Louis",4.91033847678188,"WR",3000,610.955846360744,7,428.571428571429,90,27.7,-2.18,-1.8,"CLE"
"61","Mike Wallace",10.3588666064641,"WR",5000,482.678288074481,6.9,724.63768115942,70,66.3,1.13,1.5,"BAL"
"62","Kenny Britt",15.7480645468757,"WR",3900,247.649480251446,6.8,573.529411764706,90,67.65,2.36,0.7,"LA"
"63","Vincent Jackson",16.3288514907865,"WR",3900,238.841047834906,6.7,582.089552238806,80,78.75,4.36,0,"TB"
"64","Torrey Smith",9.49201923848666,"WR",4300,453.012145462693,6.5,661.538461538462,90,51.3,1.14,-3.3,"SF"
"65","Dorial Green-Beckham",4.30098199888258,"WR",3200,744.016134183165,6.3,507.936507936508,90,46.65,-0.64,1.4,"PHI"
"66","Rishard Matthews",11.3276729273058,"WR",3300,291.321970644581,6.2,532.258064516129,90,76.5,3.03,2.5,"TEN"
"67","Dontrelle Inman",12.3754546023361,"WR",3600,290.898404598441,6.2,580.645161290323,90,55.15,1.15,-1.8,"SD"
"68","Will Fuller",8.35067632768362,"WR",4800,574.803741834341,6.1,786.885245901639,50,81.1,3.29,2.8,"HOU"
"69","Mohamed Sanu",NA,"WR",5700,NA,6.1,934.426229508197,50,62.6,0.33,2.2,"ATL"
"70","Josh Huff",1.03720763989903,"WR",3000,2892.38131748822,6,500,90,33.95,-2.68,1.4,"PHI"
"71","Adam Thielen",10.34212375872,"WR",3200,309.414204921103,5.9,542.372881355932,90,50,1.16,-1.2,"MIN"
"72","Phillip Dorsett",11.4479427347,"WR",4400,384.34853335378,5.7,771.929824561404,50,77.5,3.71,-1.6,"IND"
"73","Brandon Marshall",12.3418148313307,"WR",7300,591.485134055677,5.7,1280.70175438596,70,33.65,-3.84,-1.6,"NYJ"
"74","Robby Anderson",1.04615748953349,"WR",3000,2867.63707186934,5.4,555.555555555556,50,37,-0.78,-1.6,"NYJ"
"75","Brandon LaFell",6.58927931422881,"WR",3400,515.989661063249,5.2,653.846153846154,90,56.05,0.9,-0.4,"CIN"
"76","Eli Rogers",4.74793555699749,"WR",3900,821.40963228791,5.2,750,90,35.75,-2.04,-1.4,"PIT"
"77","Nelson Agholor",6.3980362620619,"WR",3500,547.042851375158,5.1,686.274509803922,80,68.65,2.07,1.4,"PHI"
"78","Eddie Royal",8.62881095905661,"WR",3500,405.617879057424,5.1,686.274509803922,90,68.2,2.37,0.7,"CHI"
"79","Tyler Boyd",4.33553283724393,"WR",3500,807.282548971519,4.8,729.166666666667,90,52.95,0.47,-0.4,"CIN"
"80","Breshad Perriman",4.24510524590589,"WR",3000,706.69625986147,4.4,681.818181818182,90,65.85,1.72,1.5,"BAL"
"81","Jeremy Kerley",6.68398982049681,"WR",3400,508.678213358991,4.4,772.727272727273,90,60.45,2.6,-3.3,"SF"
"82","Danny Amendola",2.38468565544413,"WR",3700,1551.56718100479,4.3,860.46511627907,50,25.75,-3.48,-2.6,"NE"
"83","Randall Cobb",15.7759212534306,"WR",7300,462.730504464995,4.3,1697.67441860465,80,65.8,0.26,2.2,"GB"
"84","Eric Decker",13.4147798385373,"WR",6900,514.358050079809,4.1,1682.92682926829,70,57.3,0.58,-1.6,"NYJ"
"85","Brandin Cooks",NA,"WR",7900,NA,3.9,2025.64102564103,50,64.3,1.09,-2.6,"NO"
"86","Andrew Hawkins",10.3401300981629,"WR",3000,290.131746072809,3.5,857.142857142857,90,56.15,2.02,-1.8,"CLE"
"87","Jermaine Kearse",10.9083876309564,"WR",3400,311.686760227635,3.1,1096.77419354839,90,63.75,2.1,-1.3,"SEA"
"88","Rod Streater",3.86015342488029,"WR",3000,777.171182021874,2.9,1034.48275862069,90,18.7,-3.58,-3.3,"SF"
"89","Jalin Marshall",4.37728058271503,"WR",3000,685.35702551177,2.9,1034.48275862069,90,40.25,-0.48,-1.6,"NYJ"
"90","Julio Jones",NA,"WR",9500,NA,2.6,3653.84615384615,50,88.55,3.92,2.2,"ATL"
"91","Jaelen Strong",4.55015611900152,"WR",3300,725.249840597589,2.5,1320,50,41.2,-1.17,2.8,"HOU"
"92","Cody Latimer",3.67932380402321,"WR",3000,815.367214138534,2,1500,90,19.75,-3.78,-1.7,"DEN"
"93","Andre Holmes",7.68002594276224,"WR",3000,390.623680487335,1.8,1666.66666666667,90,29.05,-3.28,-0.4,"OAK"
"94","Quinton Patton",7.59636815605966,"WR",3100,408.089752407157,1.8,1722.22222222222,90,54.85,1.99,-3.3,"SF"
"95","Marquise Goodwin",6.22515140878964,"WR",3000,481.915989346722,1.6,1875,90,57.5,1.22,-0.2,"BUF"
"96","Kamar Aiken",1.46114495780139,"WR",3100,2121.62385631103,1.5,2066.66666666667,90,47.45,-0.71,1.5,"BAL"
"97","Chris Hogan",6.96744190687555,"WR",3900,559.746324709423,1.3,3000,50,33.75,-1.34,-2.6,"NE"
"98","Markus Wheaton",9.97730866252717,"WR",4600,461.046175435737,1.2,3833.33333333333,90,46.1,-0.45,-1.4,"PIT"
"99","Keith Mumphery",1.69200411477823,"WR",3000,1773.04533351753,0,Inf,50,26.55,-3.88,2.8,"HOU"
"100","Jamarcus Nelson",3.95038836870219,"WR",3000,759.419003905579,0,Inf,90,43.3,-1.48,1.4,"ARI"
"101","Charles Johnson",5.31563329319599,"WR",3000,564.373017198157,0,Inf,90,34.65,-1.18,-1.2,"MIN"
"102","Kelvin Benjamin",7.99937750507402,"WR",7200,900.070036128814,0,Inf,70,62.15,0.89,-1.6,"CAR"
"103","Devin Funchess",5.39736318886683,"WR",4100,759.630185431489,0,Inf,90,38.45,-1.6,-1.6,"CAR"
"104","Jordan Norwood",4.06635388719388,"WR",3000,737.761661484473,0,Inf,90,24.7,-3.18,-1.7,"DEN"
"105","Rashad Greene",9.20974818462027,"WR",3000,325.741805298197,0,Inf,90,25.95,-2.98,-2.5,"JAX"
"106","Rashard Higgins",5.72021666337061,"WR",3000,524.455659033073,0,Inf,90,33.2,-1.08,-1.8,"CLE"
"107","Leonte Carroo",1.03109287816962,"WR",3000,2909.53420736021,0,Inf,90,36.65,-2.78,3.6,"MIA"
"108","Andre Johnson",7.15455589610607,"WR",3400,475.221669852419,0,Inf,90,32.5,-3.5,2.5,"TEN"
"109","Paul Richardson",4.54326306216512,"WR",3000,660.318356861848,0,Inf,90,25.9,-3.48,-1.3,"SEA"
"110","Tyler Lockett",11.6918845084274,"WR",4200,359.223527821599,0,Inf,80,82,4.57,-1.3,"SEA"
"111","Darrius Heyward-Bey",3.83315163722034,"WR",3200,834.822178420398,0,Inf,90,19.05,-4.24,-1.4,"PIT"
"112","Quan Bray",3.25952922329614,"WR",3000,920.378310634167,0,Inf,90,26.5,-3.28,-1.6,"IND"
"113","Chester Rogers",2.22743334118371,"WR",3000,1346.84165156913,0,Inf,90,37.05,-1.18,-1.6,"IND"
"114","Albert Wilson",5.68958492244215,"WR",3000,527.279237570867,0,Inf,90,39,-2.08,1.5,"KC"
"115","Greg Salas",9.02279973806631,"WR",3000,332.491032394667,0,Inf,90,57.8,1.52,-0.2,"BUF"
